address,area,price
江北嘴-东原D7区(1期),江北,950
大石坝-阳光100城市广场,江北,550
五里店-绿地海外滩,江北,720
鸿恩寺-首创鸿恩国际生活区(一二...,江北,1750
大石坝-燃气嘉陵小区,江北,650
观音桥-承誉德天下城,江北,750
南桥寺-金科10年城(东区),江北,2100
石马河-青青雅舍,江北,2300
观音桥-天奇怡畅苑,江北,900
观音桥-北苑楼小区,江北,666
观音桥-东海岸,江北,400
大石坝-煌华晶萃城,江北,1700
观音桥-鲁能星城十街区,江北,2699
五里店-红鼎国际名苑,江北,2188
观音桥-东海岸,江北,2700
大石坝-城市经典,江北,1600
观音桥-融景城锦峰,江北,650
五里店-银都公寓,江北,520
红旗河沟-望海花园,江北,650
观音桥-金科花园,江北,500
五里店-保利天汇,江北,1040
观音桥-首创鸿恩国际生活区(三期...,江北,730
大石坝-东海岸,江北,700
大石坝-山水丽都,江北,650
石马河,江北,750
五里店-鲁能星城十街区,江北,700
小苑-建工北城乐章,江北,910
观音桥-北城栖院,江北,3000
观音桥-平安摩卡城市,江北,700
观音桥-绿湾嘉景苑,江北,680
观音桥-红鼎国际名苑,江北,4600
五里店-融景城尚峰,江北,2400
观音桥-嘉陵一村,江北,1280
南桥寺-新城馨苑,江北,860
红旗河沟-国盛伟岸滨洲,江北,3000
红旗河沟-弗瑞登,江北,600
五里店-融景城尚峰,江北,5500
观音桥-金鹏北城旺角,江北,1900
观音桥-北部时代名居,江北,1600
寸滩-茅溪路红沙丽景,江北,800
江北黄泥磅-阳光丽景(江北),江北,2600
大石坝-石韵桂园,江北,700
观音桥-城市经典,江北,700
观音桥-青青雅舍,江北,1800
观音桥-招商锦星汇,江北,1700
大石坝-财信北岸江山(北区),江北,766
观音桥-锦绣嘉陵(A区),江北,750
观音桥-平安摩卡城市,江北,1050
观音桥-招商江湾城,江北,880
北滨路-国兴北岸江山(东区),江北,2200
观音桥-瑜然星座,江北,730
观音桥-鼎洪怡苑,江北,750
观音桥-金鹏北城旺角,江北,2115
江北嘴-江北嘴新鸥鹏教育城(二期...,江北,2600
观音桥-北苑楼小区,江北,600
华新街-福源雅居,江北,880
观音桥-招商江湾城,江北,700
大石坝-东原D8公馆,江北,2070
南桥寺-金秋家园,江北,1800
观音桥-鹏润蓝海(C区),江北,2300
观音桥-铂蓝江岸公馆,江北,800
观音桥-敬业大厦,江北,930
江北嘴-恒大中央广场,江北,2565
观音桥-华新骄阳,江北,1020
五里店-南方上格林红枫苑,江北,1190
观音桥-滨江竹苑,江北,750
大石坝-东原D7区(1期),江北,700
观音桥-红鼎国际名苑,江北,4100
大石坝-东海岸,江北,2300
观音桥-耐德佳苑,江北,580
观音桥-城市领地,江北,1900
大石坝-东原D8公馆,江北,1500
五里店-融景城朗峰,江北,760
五里店-城市印象绿湾相国苑,江北,2100
小苑-聚龙锦苑(A区),江北,650
观音桥-红鼎国际名苑,江北,2800
观音桥-新上海大厦,江北,2300
观音桥-巴黎公舍,江北,2000
鸿恩寺-保利江上明珠畅园,江北,3200
江北嘴-恒大中央广场,江北,2565
观音桥-招商锦星汇,江北,2158
五里店-金科花园,江北,780
五里店-珠江太阳城(C区),江北,2166
五里店-阳光100城市广场,江北,1800
观音桥-东和城,江北,1999
观音桥-阳光苑,江北,650
南桥寺-聚慧雅苑,江北,700
五里店-珠江太阳城(D区),江北,2200
红旗河沟-民航小区,江北,850
红旗河沟-满堂红家苑,江北,990
大石坝-北陆新居,江北,750
大石坝-华润中央公园,江北,825
观音桥-铂蓝江岸公馆,江北,700
大石坝-东海岸,江北,1300
五里店-珠江太阳城(D区),江北,2165
观音桥-龙湖春森彼岸(3期),江北,3000
观音桥-金鹏北城旺角,江北,900
观音桥-燃气嘉陵小区,江北,750
北滨路-爱丁新甸,江北,800
五里店-聚丰纵横国际,江北,920
大石坝-溪岸上品,江北,550
北滨路-国兴北岸江山(东区),江北,2100
观音桥-好家园,江北,550
五里店-珠江太阳城(C区),江北,2200
观音桥-半山华府,江北,3200
观音桥-旭阳朗晴广场,江北,5800
石马河-万科悦湾(南区),江北,920
南桥寺-家益佳禾园(B区),江北,780
五里店-融景城尚峰,江北,2400
南桥寺-新城馨苑,江北,860
南桥寺-阳光家园,江北,2000
红旗河沟-国盛伟岸滨洲,江北,3000
五里店-融景城尚峰,江北,5500
观音桥-天奇怡畅苑,江北,650
观音桥-北部时代名居,江北,1600
观音桥-青青雅舍,江北,750
寸滩-茅溪路红沙丽景,江北,800
大石坝-石韵桂园,江北,700
五里店-华新都市花园,江北,900
观音桥-城市经典,江北,700
观音桥-招商锦星汇,江北,1700
小苑-燃气小区(江北),江北,1000
大石坝-财信北岸江山(北区),江北,766
观音桥-平安摩卡城市,江北,1050
五里店-天缘居小区,江北,500
观音桥-招商江湾城,江北,880
观音桥-瑜然星座,江北,730
江北嘴-恒大中央广场,江北,2900
观音桥-鼎洪怡苑,江北,750
江北嘴-江北嘴新鸥鹏教育城(二期...,江北,2600
北滨路-鸥鹏K城,江北,500
华新街-福源雅居,江北,880
寸滩-水语华庭(2期),江北,1500
观音桥-招商江湾城,江北,700
南桥寺-金秋家园,江北,1800
观音桥-龙湖枫香庭,江北,900
观音桥-鹏润蓝海(C区),江北,2300
观音桥-敬业大厦,江北,930
观音桥-观音桥COSMO,江北,1400
大石坝-东海岸,江北,2300
观音桥-万象时代,江北,550
江北黄泥磅-洋河花园逸景楼,江北,840
观音桥-招商江湾城,江北,780
观音桥-塔坪105号小区,江北,550
北滨路-龙湖春森彼岸(1期),江北,700
观音桥-信一金典,江北,940
观音桥-耐德佳苑,江北,580
大石坝-东原D8公馆,江北,1500
观音桥-金鹏北城旺角,江北,300
五里店-融景城朗峰,江北,760
小苑-聚龙锦苑(A区),江北,650
石马河-金科10年城(西区),江北,800
观音桥-红鼎国际名苑,江北,2800
观音桥-巴黎公舍,江北,2000
观音桥-敬业大厦,江北,1500
鸿恩寺-保利江上明珠畅园,江北,3200
观音桥-招商锦星汇,江北,2158
石马河-金科10年城(西区),江北,750
五里店-金科花园,江北,780
五里店-阳光100城市广场,江北,1800
观音桥-华新村,江北,2000
观音桥-东和城,江北,1999
南桥寺-聚慧雅苑,江北,700
观音桥-望海花园,江北,800
五里店-珠江太阳城(D区),江北,2200
红旗河沟-满堂红家苑,江北,990
五里店-万丰一村小区,江北,1500
大石坝-北陆新居,江北,750
观音桥-铂蓝江岸公馆,江北,700
观音桥-瑜然星座,江北,1500
大石坝-东海岸,江北,1300
观音桥-龙湖春森彼岸(3期),江北,3000
小苑-嘉陵四村,江北,750
观音桥-金鹏北城旺角,江北,900
北滨路-爱丁新甸,江北,800
观音桥-嘉陵三村,江北,800
五里店-聚丰纵横国际,江北,920
北滨路-国兴北岸江山(东区),江北,2100
红旗河沟-国盛伟岸滨洲,江北,900
观音桥-长安麒麟公馆,江北,1800
北滨路-珠江国际(B区),江北,2000
北滨路-龙湖春森彼岸(4期),江北,800
五里店-黎明社区,江北,690
观音桥-滨江竹苑,江北,760
北滨路-国兴北岸江山(东区),江北,1040
大石坝-东原D8公馆,江北,1650
观音桥-北部时代名居,江北,700
观音桥-玉景苑,江北,500
鱼嘴镇-和煦家园,江北,700
江北黄泥磅-洋河花园逸景楼,江北,500
大石坝-恋恋上层,江北,750
红旗河沟-弗瑞登,江北,3000
五里店-金科花园,江北,800
观音桥-金鹏北城旺角,江北,2000
鱼嘴镇-和煦家园,江北,1000
观音桥-招商锦星汇,江北,1940
小苑-燃气小区(江北),江北,800
江北黄泥磅-阳光丽景(江北),江北,2000
石马河-万科悦湾(北区),江北,1720
观音桥-青青雅舍,江北,790
五里店-融景城朗峰,江北,880
五里店-南方上格林青海苑,江北,500
观音桥-望海花园,江北,550
复盛-和乐家园,江北,350
观音桥-燃气嘉陵小区,江北,800
石马河-民悦新居,江北,1300
观音桥-龙湖春森彼岸(3期),江北,2800
五里店-融景城尚峰,江北,970
观音桥-银泰新苑,江北,650
观音桥-半山华府,江北,2200
观音桥-鹏润蓝海(C区),江北,2200
江北嘴-寰宇天下天玺,江北,8800
观音桥-东和城,江北,2400
石马河-两江春城春铭苑,江北,790
观音桥-耐德佳苑,江北,1951
北滨路-金科金砂水岸,江北,3800
五里店-25小时,江北,790
五里店-融景城锦峰,江北,2500
北滨路-御龙天峰,江北,11800
石马河-两江春城春铭苑,江北,900
观音桥-红鼎国际名苑,江北,2400
南桥寺-光华可乐小镇(C区),江北,860
观音桥-旭阳朗晴广场,江北,870
五里店-北部大厦,江北,840
红旗河沟-弗瑞登,江北,910
观音桥-铂蓝江岸公馆,江北,920
五里店-山水天成,江北,730
观音桥-光华观府国际,江北,1050
观音桥-金鹏北城旺角,江北,1700
大石坝-东方港湾,江北,700
观音桥-祺山品阁,江北,500
大石坝-东海岸,江北,1800
石马河-金科10年城(北区),江北,525
北滨路-御龙天峰,江北,3365
观音桥-鹏润蓝海(C区),江北,1599
观音桥-招商锦星汇,江北,1800
五里店-望江阁,江北,910
五里店-万丰西苑,江北,2366
观音桥-东方家园智苑,江北,749
大石坝-元佳广场,江北,1500
五里店-中冶重庆早晨,江北,1900
红旗河沟-华新逸景,江北,700
观音桥-船舶大厦,江北,650
观音桥-读书一村,江北,1000
北滨路-华宇北国风光,江北,1800
南桥寺-明瑜南桥丽景,江北,1800
五里店-世纪阳光(江北),江北,1800
大石坝-东方明珠,江北,1600
观音桥-春江名都,江北,720
五里店-望江阁,江北,2200
五里店-融景城朗峰,江北,700
红旗河沟-国盛伟岸滨洲,江北,750
观音桥-城市领地,江北,2300
大石坝-绿地新都会,江北,1500
观音桥-旭阳朗晴广场,江北,8300
五里店-金科丽苑,江北,2500
南桥寺-南桥苑,江北,1800
大石坝-东原D7区(4期),江北,2200
北滨路-华渝西苑,江北,1300
观音桥-光宇阳光海岸,江北,1000
石马河-国奥村(二期),江北,2500
北滨路-龙湖春森彼岸(1期),江北,670
小苑-燃气小区(江北),江北,1250
南桥寺-龙湖源著(南区),江北,900
观音桥-旭阳朗晴广场,江北,870
观音桥-城市经典,江北,650
观音桥-洋河三村,江北,1800
大石坝-东原D8公馆,江北,1500
观音桥-光宇阳光海岸,江北,2100
观音桥-青青雅舍,江北,1799
大石坝-东原D8公馆,江北,1900
五里店-长安丽都,江北,650
观音桥-光华观府国际,江北,900
观音桥-港航家园,江北,1100
观音桥-九街高屋,江北,3600
观音桥-邦兴北都,江北,4000
观音桥-耐德佳苑,江北,1100
寸滩-绿地保税中心,江北,1350
观音桥-招商锦星汇,江北,2400
五里店-融景城朗峰,江北,840
观音桥-龙湖枫香庭,江北,750
江北嘴-曼哈顿广场,江北,601
观音桥-春江名都,江北,900
大石坝-首创鸿恩国际生活区(四期...,江北,1700
大石坝-东海岸,江北,2200
五里店-蓝色经典小区,江北,1400
大石坝-东海岸,江北,800
大石坝-财信北岸江山(北区),江北,865
观音桥-敬业大厦,江北,800
观音桥-龙湖枫香庭,江北,850
石马河-两江春城春铭苑,江北,650
观音桥-志龙鸿馆,江北,2000
观音桥-东方家园(A区),江北,2000
江北嘴-江北嘴新鸥鹏教育城(二期...,江北,2250
五里店-融景城朗峰,江北,790
小苑-飞扬世纪,江北,300
观音桥-望海花园,江北,950
五里店-中维都市美邻,江北,1692
大石坝-元佳广场,江北,750
观音桥-聚金花园,江北,750
观音桥-洋河二村,江北,980
大石坝-绿地新都会,江北,1450
南桥寺-龙湖源著(南区),江北,680
大石坝-东原D7区(1期),江北,700
观音桥-半山华府,江北,700
南桥寺-维丰南桥小区,江北,700
五里店-融景城臻苑,江北,3060
观音桥-计量综合楼,江北,600
北滨路-御龙天峰,江北,11800
五里店-融景城朗峰,江北,2700
观音桥-金鹏北城旺角,江北,1899
江北嘴-南方上格林紫微苑,江北,760
南桥寺-维丰南桥小区,江北,520
观音桥-铂蓝江岸公馆,江北,799
石马河-凤凰湾繁华里,江北,930
鸿恩寺-鸿恩丽舍,江北,650
五里店-世纪阳光(江北),江北,1600
五里店-银座花园,江北,600
观音桥-城市领地,江北,1450
南桥寺-保利香雪,江北,1800
小苑-聚龙锦苑(A区),江北,699
大石坝-首创鸿恩国际生活区(三期...,江北,1600
观音桥-光宇阳光海岸,江北,700
南桥寺-光华可乐小镇(A区),江北,900
观音桥-瑜然星座,江北,1500
观音桥-半山华府,江北,799
五里店-渝能明日城市,江北,780
五里店-融景城郦苑,江北,3800
观音桥-邦兴北都,江北,4200
石马河-两江春城春铭苑,江北,790
观音桥-旭阳朗晴广场,江北,1800
五里店-望江阁,江北,690
五里店-庆业巴蜀城,江北,1700
北滨路-寰宇天下天擎,江北,10000
北滨路-御龙天峰,江北,3300
红旗河沟-国盛伟岸滨洲,江北,800
北滨路-寰宇天下天擎,江北,12000
观音桥-新上海大厦,江北,890
北滨路-寰宇天下天擎,江北,6000
大石坝-东原D7区(2期),江北,940
石马河-两江春城春铭苑,江北,720
观音桥-鹏润蓝海(C区),江北,760
观音桥-银泰新苑,江北,730
五里店-南方上格林阳光美谷,江北,1000
观音桥-铂蓝江岸公馆,江北,699
北滨路-华宇北国风光,江北,2300
北滨路-寰宇天下天擎,江北,10000
观音桥-旭阳朗晴广场,江北,3500
观音桥-北部时代名居,江北,720
五里店-蓝色经典小区,江北,399
北滨路-御龙天峰,江北,5000
观音桥-长安麒麟公馆,江北,3800
鸿恩寺-保利江上明珠乐园,江北,2800
观音桥-馨怡佳园,江北,700
五里店-庆业巴蜀城,江北,1070
五里店-中维都市美邻,江北,1600
观音桥-富力海洋广场,江北,2714
红旗河沟-国盛伟岸滨洲,江北,750
观音桥-红鼎国际名苑,江北,2350
南桥寺-聚慧雅苑,江北,700
大石坝-首创鸿恩国际生活区(四期...,江北,1600
观音桥-读书一村,江北,1300
五里店-鲁能星城十街区,江北,750
观音桥-招商锦星汇,江北,1800
大石坝-首创鸿恩国际生活区(四期...,江北,1600
观音桥-招商锦星汇,江北,2500
观音桥-铂蓝江岸公馆,江北,700
北滨路-国兴北岸江山(西区),江北,1100
观音桥-招商锦星汇,江北,1580
大石坝-财信北岸江山(北区),江北,800
五里店-珠江太阳城(D区),江北,2170
北滨路-爱丁新甸,江北,2200
五里店-金科花园,江北,750
观音桥-旭阳朗晴广场,江北,1700
观音桥-富力海洋广场,江北,2500
观音桥-耐德佳苑,江北,900
观音桥-同创国际,江北,2500
观音桥-光华观府国际,江北,900
大石坝-财信北岸江山(北区),江北,2600
大石坝-首创鸿恩国际生活区(四期...,江北,1800
小苑-燃气小区(江北),江北,1250
观音桥-华新骄阳,江北,1020
观音桥-北部时代名居,江北,920
五里店-融景城尚峰,江北,2800
江北黄泥磅-洋河花园富乐园,江北,699
五里店-长安丽都,江北,690
观音桥-蔚蓝世纪,江北,680
大石坝-东海岸,江北,1200
大石坝-东原D7区(2期),江北,1650
观音桥-银泰新苑,江北,350
五里店-康乐花园,江北,1040
江北嘴-恒大中央广场,江北,2600
江北嘴-曼哈顿广场,江北,2000
五里店-南方上格林红枫苑,江北,700
五里店-阳光100城市广场,江北,2300
观音桥-船舶大厦,江北,900
观音桥-青青雅舍,江北,700
观音桥-北城栖院,江北,650
观音桥-滨江竹苑,江北,700
观音桥-城市经典,江北,650
观音桥-城市领地,江北,700
观音桥-春江名都,江北,700
大石坝-东方明珠,江北,650
北滨路-寰宇天下天擎,江北,11000
大石坝-东原D7区(2期),江北,840
北滨路-华宇北国风光,江北,1800
观音桥-光华观府国际,江北,820
南桥寺-光华南桥人家,江北,600
红旗河沟-弗瑞登,江北,910
大石坝-东原D8公馆,江北,2070
大石坝-恋恋上层,江北,2000
北滨路-龙湖春森彼岸(4期),江北,3200
大石坝-东原D8公馆,江北,2180
红旗河沟-国盛伟岸滨洲,江北,349
南桥寺-光华南桥人家,江北,650
观音桥-龙湖枫香庭,江北,900
五里店-五江花园,江北,730
五里店-阳光100城市广场,江北,2100
农大-城东新居,香坊,2300
木材-臻品小区,香坊,2000
农大-城东新居,香坊,1600
湘江路-湘江悦,香坊,1800
旭升街-育林小区,香坊,1500
乐松-春江新城,香坊,2300
珠江路-珠江俊景,香坊,1000
三大动力-南郡新城(二期),香坊,1500
幸福-金源蓝城,香坊,1500
省医院-重型家属楼,香坊,1700
安埠-罗马公元,香坊,2700
省医院-中山国际,香坊,1000
安埠-水木兰亭,香坊,1500
安埠-罗马公元,香坊,500
省医院-西骑兵街1号小区,香坊,2700
乐松-乐松小区,香坊,300
珠江路-珠江俊景,香坊,1400
民生路-民香小区,香坊,1300
进乡街-林机小区,香坊,1200
安埠-安埠小区(南区),香坊,1350
香坊大街-汇雄时代,香坊,1900
省医院-万象上东,香坊,3800
安埠-罗马公元,香坊,1500
木材-臻品小区,香坊,1300
安埠-水木兰亭,香坊,1200
民生路-民香小区,香坊,1800
幸福-新松茂樾山,香坊,1400
乐松-动源小区,香坊,1700
安埠-公滨城市花园,香坊,500
幸福-永泰城,香坊,1500
安埠-罗马公元,香坊,200
湘江路-哈尔滨软件园小区,香坊,3800
红旗大街香坊段-白毛小区,香坊,1650
建北-建成家园,香坊,1500
民生路-民香小区,香坊,1500
三合路-海顺新苑,香坊,1800
省医院-六顺街小区,香坊,1200
乐松-健康馨苑,香坊,2000
幸福-永泰城,香坊,1500
幸福-永泰城,香坊,1700
珠江路-珠江小区,香坊,2000
闽江路-山水嘉园,香坊,2500
珠江路-菜艺小区,香坊,800
安埠-安埠小区(南区),香坊,1350
农大-城东新居,香坊,630
湘江路-联通小区,香坊,2300
珠江路-农大家属楼,香坊,1200
天鹅饭店-省政协家属小区,香坊,700
三合路-旭辉苑,香坊,900
母亲广场-哈电东升家园,香坊,700
安埠-家园新城,香坊,1500
进乡街-阳光绿景,香坊,1800
母亲广场-哈电东升家园,香坊,700
省医院-新地小区,香坊,1300
湘江路-科技公寓,香坊,700
三合路-乐东嘉园,香坊,1100
进乡街-阳光绿景,香坊,1800
农大-城东新居,香坊,800
幸福-金源蓝城,香坊,2600
乐松-理工大学东区家园,香坊,750
旭升街-乐民小区,香坊,1300
幸福-新松茂樾山,香坊,1200
闽江路-龙珅花园,香坊,500
幸福-会展城上城,香坊,1150
乐松-凯旋广场,香坊,2000
旭升街-哈锅宿舍,香坊,750
幸福-永泰城,香坊,2900
农大-城东新居,香坊,1700
进乡街-东方玫瑰园,香坊,1200
乐松-怡兴花园,香坊,1800
湘江路-科技公寓,香坊,2800
王兆-王兆小区,香坊,1500
三合路-乐东嘉园,香坊,1500
乐松-乐松小区,香坊,1680
乐松-幸福家园(哈平路),香坊,1300
乐松-闻达绿都,香坊,1600
安埠-安埠小区(北区),香坊,1350
香滨路-香溪花园,香坊,1800
湘江路-香城街3号小区,香坊,500
安埠-安埠小区(南区),香坊,1500
幸福-永泰城,香坊,1400
幸福-会展城上城,香坊,1600
珠江路-优度社区,香坊,3800
王兆-王兆新村,香坊,480
省医院-六顺街小区,香坊,2500
安埠-安埠小区(北区),香坊,200
民生路-中北春城(三期),香坊,1400
乐松-电机厂家属楼,香坊,750
文政-中医药大学家属楼,香坊,800
幸福-永泰城,香坊,1300
安埠-粮库小区,香坊,750
乐松-凯旋广场,香坊,2000
进乡街-泰山领秀,香坊,1700
民生路-中北春城(一期),香坊,600
幸福-金源蓝城,香坊,1000
乐松-南郡凤凰湾,香坊,2300
幸福-高丽风情小镇,香坊,1200
司徒街-八栋楼小区,香坊,1666
乐松-电教小区,香坊,600
幸福-永泰城,香坊,1000
乐松-幸福家园(哈平路),香坊,1000
湘江路-湘江悦,香坊,1800
农大-城东新居,香坊,1299
乐松-幸福小区,香坊,1900
民生路-和兴路65号小区,香坊,2200
安埠-永吉家园,香坊,1500
文治二道街-文治小区,香坊,1500
哈平路-哈南之星,香坊,1500
进乡街-金瑞林城,香坊,1400
三合路-绿海华庭(一二期),香坊,1400
幸福-永泰城,香坊,1300
三合路-绿海华庭(一二期),香坊,1300
幸福-新松茂樾山,香坊,950
珠江路-泰山家园,香坊,700
省医院-文瑞小区,香坊,800
省医院-四季上东,香坊,6500
立汇美罗湾-金色城邦(一期),香坊,1400
西香坊-香顺小区,香坊,1400
乐松-春缘名苑,香坊,1000
民生路-亚麻小区(北区),香坊,1500
珠江路-赣南小区,香坊,480
湘江路-湘江悦,香坊,1800
民生路-亚麻小区(北区),香坊,1500
安埠-安埠(二期),香坊,2100
湘江路-湘江悦,香坊,1800
珠江路-珠江俊景,香坊,1000
安埠-安埠小区(南区),香坊,800
幸福-永泰城,香坊,600
安埠-安埠(二期),香坊,2500
幸福-汇智五洲城,香坊,700
进乡街-金瑞林城,香坊,1400
建北-建成家园,香坊,1800
民生路-中北春城(三期),香坊,1600
幸福-尚东辉煌城,香坊,1300
乐松-林科院家属楼,香坊,1350
三大动力-安通家园,香坊,600
民生路-亚麻小区(北区),香坊,1350
三大动力-五院小区,香坊,1300
民生路-民生国际,香坊,2500
安埠-安埠(二期),香坊,1800
幸福-恒隆华府,香坊,1400
民生路-文和家园,香坊,2600
三大动力-润禾香都城,香坊,1600
立汇美罗湾-立汇美罗湾四期,香坊,1300
乐松-动源小区,香坊,350
进乡街-格兰云天,香坊,1500
安埠-香茗小区,香坊,1500
万达-明光水岸,香坊,1800
安埠-罗马公元,香坊,2400
公滨路-龙跃金水湾,香坊,1800
乐松-凯旋广场,香坊,800
省医院-司徒街46号小区,香坊,300
民生路-林大和平小区,香坊,1800
乐松-凯旋广场(商住楼),香坊,2000
民生路-中北春城(三期),香坊,2500
幸福-尚东辉煌城,香坊,700
民生路-中北春城(三期),香坊,1300
民生路-中北春城(三期),香坊,2500
珠江路-职工大院,香坊,1000
民生路-中北春城(三期),香坊,1300
建北-建成家园,香坊,800
进乡街-格兰云天,香坊,1200
菜艺街-木材西街4号小区,香坊,650
民生路-民生国际,香坊,2100
三合路-绿海华庭(一二期),香坊,1700
民生路-民香小区,香坊,1000
木材-远创樾府,香坊,1800
农大-城东新居,香坊,1450
三合路-乐强小区,香坊,2500
省医院-四季上东,香坊,4500
幸福-金源蓝城,香坊,1500
香坊大街-横道小区(二期),香坊,1400
公滨路-龙跃金水湾,香坊,1500
珠江路-明珠公寓,香坊,1700
旭升街-乐民小区,香坊,1400
民生路-亚麻小区(北区),香坊,1400
公滨路-幸福家园(公滨路),香坊,3500
民生路-民香小区,香坊,1700
万达-民航小区,香坊,800
哈慈-恒大御景湾,香坊,3500
司徒街-三辅小区,香坊,1400
幸福-永泰城,香坊,1500
母亲广场-黎明荣府,香坊,800
安埠-香通家园,香坊,750
幸福-汇智五洲城,香坊,1100
安埠-安埠(二期),香坊,1100
安埠-果园星城(C区),香坊,1400
安埠-安埠小区(南区),香坊,1100
幸福-新松茂樾山,香坊,1400
三合路-天悦,香坊,1600
省医院-五叙街小区,香坊,1300
幸福-永泰城,香坊,1300
三合路-天悦,香坊,1600
安埠-枫桥国际,香坊,2200
幸福-永泰城,香坊,1300
旭升街-703研究所家属楼,香坊,1500
乐松-松研住宅小区,香坊,1200
农大-恒大中央广场,香坊,2000
安埠-永吉家园,香坊,1850
省医院-教委楼,香坊,2000
哈慈-澜悦东方,香坊,2500
民生路-中北春城(三期),香坊,1600
进乡街-格兰云天,香坊,1700
珠江路-珠江俊景,香坊,1650
旭升街-旭升家园,香坊,1400
建北-建成家园,香坊,1300
民生路-量具小区,香坊,1500
香坊大街-汇雄时代,香坊,3200
菜艺街-珠江路20号小区,香坊,1400
农大-城东新居,香坊,1600
幸福-汇智五洲城,香坊,1200
珠江路-建北街55号小区,香坊,1400
幸福-会展城上城,香坊,1800
湘江路-湘江悦,香坊,3200
幸福-永泰城,香坊,2500
省医院-香坊大街93号小区,香坊,1500
哈慈-悦然臻城,香坊,1200
幸福-汇智五洲城,香坊,1300
安埠-果园星城(D区),香坊,1200
幸福-新松茂樾山,香坊,680
乐松-动源小区,香坊,1666
省医院-金房小区,香坊,1800
幸福-金源幸福小区,香坊,1450
哈量-建业小区,香坊,270
乐松-凯旋广场,香坊,2300
三合路-海富山水文园(二期),香坊,1500
香坊大街-汇雄时代,香坊,2800
闽江路-善上居,香坊,1600
农大-城东新居,香坊,900
西香坊-香康小区,香坊,1000
幸福-恒隆华府,香坊,600
三合路-南郡新城,香坊,1200
幸福-金源蓝城,香坊,1180
红旗大街香坊段-轴承街住宅小区,香坊,1200
幸福-东鸿艺境,香坊,1400
天鹅饭店-石化小区,香坊,2000
乐松-南郡凤凰湾,香坊,1800
闽江路-善上居,香坊,2000
乐松-电机厂家属楼,香坊,800
乐松-凯旋广场,香坊,650
乐松-动源小区,香坊,1550
省医院-六顺街小区,香坊,1200
立汇美罗湾-立汇美罗湾四期,香坊,1550
省医院-四季上东,香坊,4000
三大动力-润禾香都城,香坊,1350
立汇美罗湾-立汇美罗湾三期,香坊,1000
湘江路-湘江悦,香坊,2300
万达-万达公寓,香坊,3200
珠江路-赣水路324号小区,香坊,1250
木材-臻品小区,香坊,500
哈平路-远大都市绿洲,香坊,2200
香坊大街-汇雄时代,香坊,1900
进乡街-格兰云天,香坊,1700
三大动力-富江家园,香坊,1000
旭升街-哈汽旭升小区,香坊,1300
三合路-南郡新城,香坊,1200
农大-城东新居,香坊,500
哈平路-绿海花园,香坊,1500
幸福-温哥华森林(一期),香坊,1600
进乡街-招商诺丁山,香坊,1400
幸福-会展城上城,香坊,2000
珠江路-六顺小区,香坊,1200
三合路-南郡新城,香坊,1200
三大动力-锅炉二新区,香坊,1100
哈平路-绿海花园,香坊,1500
安埠-盛新领地,香坊,1500
进乡街-招商诺丁山,香坊,1400
哈慈-悦然臻城,香坊,1500
珠江路-六顺小区,香坊,1200
安埠-司法警官住宅,香坊,1300
乐松-春江新城,香坊,650
文政-铁路文政小区,香坊,1400
三合路-洛克小镇,香坊,650
幸福-尚东辉煌城,香坊,1200
三合路-海富山水文园(二期),香坊,1100
省医院-民生东头道街3号小区,香坊,1200
省医院-中山国际,香坊,3600
珠江路-泰山路77号小区,香坊,550
省医院-万象上东,香坊,3000
红旗大街香坊段-白毛小区,香坊,1400
民生路-中北春城(一期),香坊,2500
西香坊-香顺小区,香坊,2000
幸福-永泰城,香坊,1500
幸福-新松茂樾山,香坊,600
三合路-绿海华庭(三期),香坊,1700
幸福-安居社区,香坊,585
三合路-海富山水文园(一期),香坊,1150
民生路-民生国际,香坊,3000
西香坊-香顺小区,香坊,1300
哈慈-恒大御景湾,香坊,2500
进乡街-招商诺丁山,香坊,1500
乐松-乐松小区,香坊,200
立汇美罗湾-金色城邦(一期),香坊,1200
湘江路-湘江丽园小区,香坊,1450
哈平路-哈南之星,香坊,1200
菜艺街-珠江路20号小区,香坊,1400
乐松-幸福家园(哈平路),香坊,1300
立汇美罗湾-金色城邦(一期),香坊,1200
安埠-公滨城市花园,香坊,1350
哈平路-哈南之星,香坊,1200
幸福-汇智五洲城,香坊,1200
乐松-幸福家园(哈平路),香坊,1300
旭升街-明光翡翠湾,香坊,2300
民生路-亚麻小区(北区),香坊,1500
三大动力-富江家园,香坊,2400
文政-中医药大学家属楼,香坊,2200
哈慈-金瑞林城(二期),香坊,500
公滨路-鸿盛春天,香坊,1700
省医院-六顺街小区,香坊,550
安埠-果园星城(D区),香坊,1800
乐松-幸福家园(哈平路),香坊,550
立汇美罗湾-立汇美罗湾一期,香坊,1100
三合路-绿海华庭(一二期),香坊,700
三合路-三合园小区,香坊,1400
哈平路-哈南之星,香坊,1350
西香坊-古香小区,香坊,1300
安埠-果园小区,香坊,1200
木材-臻品小区,香坊,2000
母亲广场-香湾青城,香坊,500
进乡街-格兰云天,香坊,1800
安埠-安埠小区(南区),香坊,700
乐松-南郡凤凰湾,香坊,2300
省医院-司徒街96号小区,香坊,1200
旭升街-703研究所家属楼,香坊,1800
王兆-王兆新村,香坊,1400
民生路-亚麻小区(北区),香坊,1350
农大-温哥华森林(二期),香坊,1600
珠江路-建北街55号小区,香坊,1500
